filename,bpm,danceability,pitch_salience,mfcc1,label
blues.00084.au,111.45125579833984,1.4779183864593506,0.511509895324707,-38.97417068481445,blues
blues.00046.au,122.78096771240234,1.5050300359725952,0.5155901908874512,-182.57376098632812,blues
blues.00021.au,99.58209228515625,1.1842025518417358,0.49662095308303833,-264.72259521484375,blues
blues.00094.au,102.59495544433594,1.3576269149780273,0.3126540184020996,-206.2639923095703,blues
blues.00030.au,109.1901626586914,1.3780746459960938,0.3858422040939331,-206.9381103515625,blues
blues.00061.au,130.57957458496094,1.8890057802200317,0.5199404358863831,-82.5050048828125,blues
blues.00035.au,129.8860321044922,1.137622356414795,0.42812681198120117,-171.7732696533203,blues
blues.00066.au,82.04501342773438,1.7783491611480713,0.5742669701576233,-116.57125854492188,blues
blues.00042.au,118.40389251708984,1.6456341743469238,0.44820865988731384,-159.55165100097656,blues
blues.00068.au,81.15644073486328,1.4808157682418823,0.527697741985321,-113.17525482177734,blues
blues.00079.au,155.50845336914062,1.234216570854187,0.5185341238975525,-3.5548324584960938,blues
blues.00005.au,136.3036651611328,1.050506591796875,0.5762048363685608,-177.7742462158203,blues
blues.00052.au,99.9428482055664,1.3465304374694824,0.4251549243927002,-225.23013305664062,blues
blues.00001.au,135.70425415039062,1.4889274835586548,0.5170835256576538,-207.50169372558594,blues
blues.00033.au,161.89974975585938,1.1224744319915771,0.411616712808609,-238.95120239257812,blues
blues.00012.au,125.53911590576172,1.2327064275741577,0.41662707924842834,-207.2233123779297,blues
blues.00095.au,136.2819061279297,1.6175520420074463,0.47091394662857056,-130.55099487304688,blues
blues.00047.au,100.68803405761719,1.3227611780166626,0.47930067777633667,-149.94027709960938,blues
blues.00053.au,100.77391815185547,1.4974395036697388,0.558463990688324,-76.69792175292969,blues
blues.00016.au,99.9595718383789,1.2038978338241577,0.5812779068946838,-233.75909423828125,blues
blues.00032.au,100.18028259277344,1.1429444551467896,0.3163151741027832,-288.715087890625,blues
blues.00081.au,102.39708709716797,1.0505218505859375,0.5362199544906616,-26.977493286132812,blues
blues.00044.au,101.74124908447266,1.3719557523727417,0.5193844437599182,-109.51258850097656,blues
blues.00025.au,120.22248077392578,1.2522382736206055,0.5862184166908264,-249.28456115722656,blues
blues.00070.au,147.4425506591797,1.284754991531372,0.6406002044677734,-133.01597595214844,blues
blues.00089.au,108.8524398803711,1.1992508172988892,0.2840787470340729,-346.9693298339844,blues
blues.00071.au,147.23048400878906,1.5677920579910278,0.555626392364502,-89.35488891601562,blues
blues.00000.au,124.5474624633789,1.5181185007095337,0.6288186311721802,-113.57064819335938,blues
blues.00082.au,125.87725067138672,1.3158531188964844,0.6195264458656311,-29.326496124267578,blues
blues.00063.au,90.77433776855469,1.0240672826766968,0.6620197892189026,-129.12652587890625,blues
blues.00013.au,143.27755737304688,1.2631704807281494,0.3916993737220764,-209.82615661621094,blues
blues.00034.au,92.68232727050781,1.00383460521698,0.478244811296463,-217.15489196777344,blues
blues.00064.au,77.78514099121094,1.51870858669281,0.5850765705108643,-85.1087646484375,blues
blues.00096.au,112.10891723632812,0.9025436639785767,0.44553518295288086,-314.5491943359375,blues
blues.00037.au,151.72711181640625,1.5077977180480957,0.2530089020729065,-328.5606994628906,blues
blues.00040.au,86.14479064941406,1.5341695547103882,0.5920100212097168,-110.24799346923828,blues
blues.00010.au,162.36727905273438,0.8849542737007141,0.523693323135376,-173.79249572753906,blues
blues.00029.au,129.19923400878906,1.0472633838653564,0.4127255380153656,-233.71510314941406,blues
blues.00028.au,103.80607604980469,1.0860012769699097,0.598223090171814,-248.96224975585938,blues
blues.00048.au,121.96339416503906,1.4633289575576782,0.5944925546646118,-106.35535430908203,blues
blues.00080.au,117.01046752929688,1.1856935024261475,0.5322815775871277,-54.68325424194336,blues
blues.00038.au,128.8380126953125,1.0022835731506348,0.4058632254600525,-192.65745544433594,blues
blues.00027.au,184.57034301757812,1.1278170347213745,0.55498206615448,-228.16708374023438,blues
blues.00009.au,162.9874725341797,0.9457932114601135,0.6464400291442871,-213.239990234375,blues
blues.00088.au,85.03507995605469,1.3634748458862305,0.4056525230407715,-194.266357421875,blues
blues.00060.au,151.30421447753906,1.3962877988815308,0.5322001576423645,-67.73307037353516,blues
blues.00098.au,125.545654296875,1.0879470109939575,0.588693380355835,-90.64325714111328,blues
blues.00031.au,117.78234100341797,1.0152758359909058,0.3937373757362366,-221.84349060058594,blues
blues.00073.au,97.69526672363281,1.152116298675537,0.5918859243392944,-30.098188400268555,blues
blues.00008.au,166.52906799316406,1.4507614374160767,0.4401257336139679,-121.36394500732422,blues
blues.00014.au,163.66966247558594,1.102782130241394,0.5233878493309021,-305.65472412109375,blues
blues.00056.au,106.6232681274414,1.1917208433151245,0.43667298555374146,-145.28097534179688,blues
blues.00058.au,105.4833755493164,1.371435284614563,0.5242282748222351,-95.4172134399414,blues
blues.00045.au,130.56182861328125,2.218353033065796,0.445254385471344,-163.21676635742188,blues
blues.00078.au,120.3061294555664,1.664499282836914,0.5715423822402954,-2.5103702545166016,blues
blues.00036.au,152.40968322753906,1.2133904695510864,0.40475040674209595,-200.1992950439453,blues
blues.00050.au,135.76353454589844,1.4354192018508911,0.5152016282081604,-82.99971771240234,blues
blues.00022.au,98.58240509033203,1.111603021621704,0.5184144377708435,-233.9562530517578,blues
blues.00020.au,136.2243194580078,1.1374458074569702,0.47190412878990173,-230.35765075683594,blues
blues.00069.au,156.26394653320312,1.0742905139923096,0.6003702878952026,-121.44898223876953,blues
blues.00051.au,98.70845031738281,1.4465339183807373,0.5301486849784851,-55.60753631591797,blues
blues.00015.au,98.13089752197266,1.257260799407959,0.5440302491188049,-238.51553344726562,blues
blues.00049.au,123.66107177734375,1.0796222686767578,0.4622523784637451,-256.01666259765625,blues
blues.00054.au,184.57032775878906,1.704248070716858,0.5496035814285278,-57.91959762573242,blues
blues.00055.au,129.8966827392578,1.445114254951477,0.4780581593513489,-98.74343872070312,blues
blues.00075.au,117.70764923095703,1.2969282865524292,0.5617432594299316,-86.47736358642578,blues
blues.00087.au,172.26564025878906,1.5430892705917358,0.4752265214920044,-155.55882263183594,blues
blues.00057.au,122.9106216430664,1.6317769289016724,0.5435687899589539,-92.70346069335938,blues
blues.00077.au,98.25468444824219,1.4324065446853638,0.6033928990364075,-28.951168060302734,blues
blues.00076.au,116.87381744384766,1.1014724969863892,0.38495904207229614,-52.69724655151367,blues
blues.00067.au,80.88858032226562,1.6354024410247803,0.6028119325637817,-95.42679595947266,blues
blues.00090.au,140.38601684570312,1.3779798746109009,0.44189050793647766,-177.57228088378906,blues
blues.00006.au,152.3533935546875,1.163315773010254,0.5824597477912903,-190.0523681640625,blues
blues.00086.au,122.8057861328125,1.3125340938568115,0.5197159647941589,-212.76222229003906,blues
blues.00065.au,107.87171936035156,1.0272433757781982,0.6385583281517029,-118.32656860351562,blues
blues.00099.au,184.5703125,0.8139835596084595,0.5677534937858582,-177.22959899902344,blues
blues.00059.au,108.0824966430664,2.136479377746582,0.4739799499511719,-86.23715209960938,blues
blues.00002.au,155.60385131835938,1.471388339996338,0.59886634349823,-90.72259521484375,blues
blues.00041.au,126.7022933959961,1.4100297689437866,0.5312727689743042,-107.1702651977539,blues
blues.00091.au,123.91761779785156,1.1537097692489624,0.3708488941192627,-236.2798309326172,blues
blues.00019.au,123.08876037597656,1.2541557550430298,0.494004487991333,-236.65675354003906,blues
blues.00085.au,143.76194763183594,1.1486815214157104,0.4608345627784729,-180.18817138671875,blues
blues.00039.au,117.48950958251953,1.0641967058181763,0.33134061098098755,-301.7304992675781,blues
blues.00074.au,110.16361999511719,1.2797375917434692,0.6006941199302673,-55.976924896240234,blues
blues.00026.au,164.62481689453125,1.2584677934646606,0.49306121468544006,-284.848388671875,blues
blues.00018.au,163.58285522460938,1.1639835834503174,0.46861737966537476,-252.49301147460938,blues
blues.00043.au,129.21078491210938,1.4512567520141602,0.5723231434822083,-109.10599517822266,blues
blues.00011.au,111.40347290039062,1.1470155715942383,0.3570944368839264,-287.9237365722656,blues
blues.00083.au,132.9886016845703,1.6219466924667358,0.42816096544265747,-19.85081672668457,blues
blues.00004.au,132.9148406982422,1.2067888975143433,0.6304842233657837,-160.33770751953125,blues
blues.00017.au,172.2657012939453,1.471706748008728,0.4641576409339905,-245.69937133789062,blues
blues.00062.au,112.35599517822266,1.2288538217544556,0.5382867455482483,-144.8915252685547,blues
blues.00072.au,137.108154296875,1.162914514541626,0.4758033752441406,-118.68522644042969,blues
